method,uri,controller,action,middleware_permission,module_gate,controller_check_permissions,classification,notes
PUT,/api/v1/companies/{companyId}/reservation-settings,App\Modules\Company\Presentation\Controllers\CompanyController,updateReservationSettings,settings.update,,,MIDDLEWARE,
GET|HEAD,/api/v1/companies/{companyId}/pos-settings,App\Modules\Company\Presentation\Controllers\CompanyController,getPOSSettings,,,,AUTH_ONLY,
PUT,/api/v1/companies/{companyId}/receipt-settings,App\Modules\Company\Presentation\Controllers\CompanyController,updateReceiptSettings,settings.update,,formrequest[UpdateReceiptSettingsRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/fiscal-periods/{id}/reopen,App\Modules\Company\Presentation\Controllers\FiscalPeriodController,reopen,fiscal-periods.reopen,,formrequest[ReopenFiscalPeriodRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/fiscal-periods/{id}/close,App\Modules\Company\Presentation\Controllers\FiscalPeriodController,close,fiscal-periods.close,,formrequest[CloseFiscalPeriodRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/company/locations,App\Modules\Company\Presentation\Controllers\LocationController,scopedIndex,,,,AUTH_ONLY,
GET|HEAD,/api/v1/company/locations/transaction-destinations,App\Modules\Company\Presentation\Controllers\LocationController,transactionIndex,"any-of(inventory.transfers.create,inventory.transfer,purchase-orders.receive,repositories.manage,document-ingestions.create)",,,MIDDLEWARE,
GET|HEAD,/api/v1/company/locations/all,App\Modules\Company\Presentation\Controllers\LocationController,managementIndex,users.manage_location_access,,,MIDDLEWARE,
GET|HEAD,/api/v1/attachments/config,App\Modules\Media\Presentation\Controllers\DocumentAttachmentController,config,,,,AUTH_ONLY,
GET|HEAD,/api/v1/documents/{document}/attachments,App\Modules\Media\Presentation\Controllers\DocumentAttachmentController,index,documents.view,,,MIDDLEWARE,
POST,/api/v1/documents/{document}/attachments,App\Modules\Media\Presentation\Controllers\DocumentAttachmentController,store,documents.update,,formrequest[UploadDocumentMediaRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/documents/{document}/attachments/{attachment}/download,App\Modules\Media\Presentation\Controllers\DocumentAttachmentController,download,documents.view,,,MIDDLEWARE,
DELETE,/api/v1/documents/{document}/attachments/{attachment},App\Modules\Media\Presentation\Controllers\DocumentAttachmentController,destroy,documents.update,,,MIDDLEWARE,
GET|HEAD,/api/v1/admin/impersonation,App\Modules\SupportAccess\Presentation\Controllers\AdminSupportAccessQueryController,index,,,,SUPERADMIN_ONLY,"role gate: central_admin_role:super_admin,support_approver"
POST,/api/v1/admin/impersonation/requests,App\Modules\SupportAccess\Presentation\Controllers\AdminGrantController,store,,,formrequest[RequestIncidentAccessRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:super_admin
POST,/api/v1/admin/impersonation/requests/{grant}/approve,App\Modules\SupportAccess\Presentation\Controllers\AdminGrantController,approveSecond,,,,SUPERADMIN_ONLY,role gate: central_admin_role:support_approver
POST,/api/v1/admin/impersonation/requests/{grant}/revoke,App\Modules\SupportAccess\Presentation\Controllers\AdminGrantController,revoke,,,formrequest[RevokeGrantRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:super_admin
POST,/api/v1/admin/impersonation/sessions,App\Modules\SupportAccess\Presentation\Controllers\AdminSessionController,store,,,formrequest[StartSessionRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:super_admin
POST,/api/v1/admin/impersonation/sessions/{session}/elevations,App\Modules\SupportAccess\Presentation\Controllers\AdminElevationController,store,,,formrequest[RequestElevationRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:super_admin
POST,/api/v1/admin/impersonation/elevations/{elevation}/approve,App\Modules\SupportAccess\Presentation\Controllers\AdminElevationController,approve,,,formrequest[DecideElevationRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:support_approver
POST,/api/v1/admin/impersonation/elevations/{elevation}/reject,App\Modules\SupportAccess\Presentation\Controllers\AdminElevationController,reject,,,formrequest[RejectElevationRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:support_approver
PATCH,/api/v1/admin/impersonation/tenants/{tenant}/sensitivity,App\Modules\SupportAccess\Presentation\Controllers\AdminTenantSensitivityController,update,,,formrequest[UpdateTenantSensitivityRequest]:OPEN(returns true),SUPERADMIN_ONLY,role gate: central_admin_role:super_admin
POST,/api/v1/support-access/sessions/{session}/exit,App\Modules\SupportAccess\Presentation\Controllers\TenantSessionController,exit,,,,AUTH_ONLY,
GET|HEAD,/api/v1/support-access,App\Modules\SupportAccess\Presentation\Controllers\TenantSupportAccessQueryController,index,support-access.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/support-access/log,App\Modules\SupportAccess\Presentation\Controllers\TenantSupportAccessQueryController,index,support-access.view,,,MIDDLEWARE,
POST,/api/v1/support-access/grants,App\Modules\SupportAccess\Presentation\Controllers\TenantGrantController,store,support-access.manage,,formrequest[CreateSupportWindowRequest]:OPEN(returns true) | service[GrantLifecycleService::createPreGrantedWindow]:support-access.manage,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/support-access/requests/{grant}/approve,App\Modules\SupportAccess\Presentation\Controllers\TenantGrantController,approve,support-access.manage,,,MIDDLEWARE,
POST,/api/v1/support-access/requests/{grant}/reject,App\Modules\SupportAccess\Presentation\Controllers\TenantGrantController,reject,support-access.manage,,formrequest[DecideGrantRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/support-access/grants/{grant}/revoke,App\Modules\SupportAccess\Presentation\Controllers\TenantGrantController,revoke,support-access.manage,,formrequest[RevokeGrantRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/audit/events,App\Modules\Compliance\Presentation\Controllers\AuditController,index,compliance.view_reprint_log,,formrequest[ListAuditEventsRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/audit/anomalies,App\Modules\Compliance\Presentation\Controllers\AuditController,anomalies,compliance.view_reprint_log,,,MIDDLEWARE,
GET|HEAD,/api/v1/imports,App\Modules\Import\Presentation\Controllers\ImportController,index,imports.manage,,,MIDDLEWARE,
POST,/api/v1/imports,App\Modules\Import\Presentation\Controllers\ImportController,store,imports.manage,,controller:accounts.manage,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/imports/{id},App\Modules\Import\Presentation\Controllers\ImportController,show,imports.manage,,,MIDDLEWARE,
DELETE,/api/v1/imports/{id},App\Modules\Import\Presentation\Controllers\ImportController,destroy,imports.manage,,,MIDDLEWARE,
PATCH,/api/v1/imports/{id}/options,App\Modules\Import\Presentation\Controllers\ImportController,updateOptions,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/imports/{id}/preview,App\Modules\Import\Presentation\Controllers\ImportController,preview,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/imports/{id}/errors,App\Modules\Import\Presentation\Controllers\ImportController,errors,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/imports/{id}/error-summary,App\Modules\Import\Presentation\Controllers\ImportController,errorSummary,imports.manage,,,MIDDLEWARE,
POST,/api/v1/imports/{id}/execute,App\Modules\Import\Presentation\Controllers\ImportController,execute,imports.manage,,controller:accounts.manage,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/imports/{id}/failed-rows.csv,App\Modules\Import\Presentation\Controllers\ImportController,downloadFailedRows,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/imports/{id}/source-file,App\Modules\Import\Presentation\Controllers\ImportController,downloadSourceFile,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/imports/{id}/result-workbook,App\Modules\Import\Presentation\Controllers\ImportController,downloadResultWorkbook,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/migration-wizard/order,App\Modules\Import\Presentation\Controllers\MigrationWizardController,order,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/migration-wizard/dependencies/{type},App\Modules\Import\Presentation\Controllers\MigrationWizardController,dependencies,imports.manage,,,MIDDLEWARE,
POST,/api/v1/migration-wizard/suggest-mapping,App\Modules\Import\Presentation\Controllers\MigrationWizardController,suggestMapping,imports.manage,,,MIDDLEWARE,
POST,/api/v1/migration-wizard/parse-headers,App\Modules\Import\Presentation\Controllers\MigrationWizardController,parseHeaders,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/migration-wizard/template/{type},App\Modules\Import\Presentation\Controllers\MigrationWizardController,template,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/migration-wizard/status,App\Modules\Import\Presentation\Controllers\MigrationWizardController,status,imports.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/health,App\Modules\Admin\Presentation\Controllers\MonitoringController,ping,,,,PUBLIC,
POST,/api/v1/webhooks/stripe,App\Modules\Billing\Presentation\Controllers\StripeWebhookController,handle,,,,PUBLIC,webhook route with NO signature-verification middleware visible at the route/group level (may be checked inside the controller — not scanned by this permission-focused sweep)
GET|HEAD,/api/v1/countries,App\Http\Controllers\Api\CountryController,index,,,,PUBLIC,
GET|HEAD,/api/v1/countries/{code},App\Http\Controllers\Api\CountryController,show,,,,PUBLIC,
POST,/api/v1/admin/auth/login,App\Http\Controllers\Api\Admin\SuperAdminAuthController,login,,,,PUBLIC,
POST,/api/v1/admin/auth/logout,App\Http\Controllers\Api\Admin\SuperAdminAuthController,logout,,,,SUPERADMIN_ONLY,role gate: central_admin
GET|HEAD,/api/v1/admin/auth/me,App\Http\Controllers\Api\Admin\SuperAdminAuthController,me,,,,SUPERADMIN_ONLY,role gate: central_admin
GET|HEAD,/api/v1/subscription,App\Http\Controllers\Api\SubscriptionController,show,,,,AUTH_ONLY,
GET|HEAD,/api/v1/company/config,App\Http\Controllers\Api\CompanyConfigController,show,,,,AUTH_ONLY,
GET|HEAD,/api/v1/admin/dashboard,App\Http\Controllers\Api\Admin\SuperAdminController,dashboard,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/tenants,App\Http\Controllers\Api\Admin\SuperAdminController,tenants,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/tenants/{id},App\Http\Controllers\Api\Admin\SuperAdminController,showTenant,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/tenants/{id}/plan-usage,App\Http\Controllers\Api\Admin\SuperAdminController,getTenantPlanUsage,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/tenants/{id}/extend-trial,App\Http\Controllers\Api\Admin\SuperAdminController,extendTrial,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/tenants/{id}/change-plan,App\Http\Controllers\Api\Admin\SuperAdminController,changePlan,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/tenants/{id}/suspend,App\Http\Controllers\Api\Admin\SuperAdminController,suspendTenant,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/tenants/{id}/activate,App\Http\Controllers\Api\Admin\SuperAdminController,activateTenant,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/tenants/{id}/update-extras,App\Http\Controllers\Api\Admin\SuperAdminController,updateExtras,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/audit-logs,App\Http\Controllers\Api\Admin\SuperAdminController,auditLogs,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/verticals,App\Http\Controllers\Api\Admin\VerticalConfigController,index,,,,SUPERADMIN_ONLY,role gate: super_admin
PUT,/api/v1/admin/verticals/{vertical},App\Http\Controllers\Api\Admin\VerticalConfigController,update,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/users,App\Http\Controllers\Api\Admin\SuperAdminController,users,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/users/{id},App\Http\Controllers\Api\Admin\SuperAdminController,showUser,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/users/{id}/verify-email,App\Http\Controllers\Api\Admin\SuperAdminController,verifyUserEmail,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/health,App\Modules\Admin\Presentation\Controllers\MonitoringController,health,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/system,App\Modules\Admin\Presentation\Controllers\MonitoringController,systemHealth,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/performance,App\Modules\Admin\Presentation\Controllers\MonitoringController,performance,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/critical,App\Modules\Admin\Presentation\Controllers\MonitoringController,critical,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/queues,App\Modules\Admin\Presentation\Controllers\MonitoringController,queues,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/dashboard,App\Modules\Admin\Presentation\Controllers\MonitoringController,dashboard,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/monitoring/test-sentry,App\Modules\Admin\Presentation\Controllers\MonitoringController,testSentry,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/monitoring/tenants,App\Modules\Tenant\Presentation\Controllers\TenantHealthController,index,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/monitoring/failed-jobs/{id}/retry,App\Modules\Admin\Presentation\Controllers\MonitoringController,retryFailedJob,,,,SUPERADMIN_ONLY,role gate: super_admin
DELETE,/api/v1/admin/monitoring/failed-jobs/{id},App\Modules\Admin\Presentation\Controllers\MonitoringController,deleteFailedJob,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/monitoring/failed-jobs/retry-all,App\Modules\Admin\Presentation\Controllers\MonitoringController,retryAllFailedJobs,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/monitoring/failed-jobs/flush,App\Modules\Admin\Presentation\Controllers\MonitoringController,flushFailedJobs,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/dashboard,App\Modules\Billing\Presentation\Controllers\AdminBillingController,dashboard,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/providers,App\Modules\Billing\Presentation\Controllers\AdminBillingController,providers,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/plans,App\Modules\Billing\Presentation\Controllers\AdminBillingController,listPlans,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/subscriptions,App\Modules\Billing\Presentation\Controllers\AdminBillingController,listSubscriptions,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/subscriptions/{id},App\Modules\Billing\Presentation\Controllers\AdminBillingController,getSubscription,,,,SUPERADMIN_ONLY,role gate: super_admin
PATCH,/api/v1/admin/billing/subscriptions/{id},App\Modules\Billing\Presentation\Controllers\AdminBillingController,updateSubscription,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/invoices,App\Modules\Billing\Presentation\Controllers\AdminBillingController,listInvoices,,,,SUPERADMIN_ONLY,role gate: super_admin
POST,/api/v1/admin/billing/invoices,App\Modules\Billing\Presentation\Controllers\AdminBillingController,createInvoice,,,,SUPERADMIN_ONLY,role gate: super_admin
GET|HEAD,/api/v1/admin/billing/invoices/{id},App\Modules\Billing\Presentation\Controllers\AdminBillingController,getInvoice,,,,SUPERADMIN_ONLY,role gate: super_admin
